active,airbnb_host_id,airbnb_property_id,latitude,longitude,number_of_reservations,property_id,property_type,reporting_month,reservation_days,sa1,sa2,sa2name,scraped_during_month,state
TRUE,8843633,1673308,-36.78448,175.04612,14,ab-1673308,Chalet,2020-06-01,23,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,12,ab-1673308,Chalet,2020-07-01,24,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,10,ab-1673308,Chalet,2020-08-01,16,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,12,ab-1673308,Chalet,2020-09-01,30,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,13,ab-1673308,Chalet,2020-10-01,23,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,10,ab-1673308,Chalet,2020-11-01,16,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
TRUE,8843633,1673308,-36.78448,175.04612,8,ab-1673308,Chalet,2020-12-01,16,7003374,146900,Oneroa East-Palm Beach,TRUE,Auckland
FALSE,8122317,1673874,-36.84783,174.76573,0,ab-1673874,Apartment,2020-01-01,0,7005282,133200,Queen Street,FALSE,Auckland
TRUE,8122317,1673874,-36.84783,174.76573,0,ab-1673874,Apartment,2020-02-01,29,7005282,133200,Queen Street,FALSE,Auckland
FALSE,2658553,1696926,-36.87138,174.7321,0,ab-1696926,House,2020-01-01,0,7004754,133600,Morningside (Auckland),FALSE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-01-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-02-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-03-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-04-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-05-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-06-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-07-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-08-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-09-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-10-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-11-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
FALSE,9059484,1718342,-36.81616,174.78789,0,ab-1718342,Guesthouse,2020-12-01,0,7005635,130700,Narrow Neck,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-01-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,1,ab-1729406,Apartment,2020-02-01,1,7004715,130300,Westmere South-Western Springs,FALSE,Auckland
FALSE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-03-01,0,7004715,130300,Westmere South-Western Springs,FALSE,Auckland
FALSE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-04-01,0,7004715,130300,Westmere South-Western Springs,FALSE,Auckland
FALSE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-05-01,0,7004715,130300,Westmere South-Western Springs,FALSE,Auckland
FALSE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-06-01,0,7004715,130300,Westmere South-Western Springs,FALSE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-07-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-08-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-09-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-10-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-11-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
TRUE,661884,1729406,-36.85276,174.72806,0,ab-1729406,Apartment,2020-12-01,0,7004715,130300,Westmere South-Western Springs,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-01-01,0,7002668,125200,Birkenhead West,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-02-01,0,7002668,125200,Birkenhead West,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-03-01,0,7002668,125200,Birkenhead West,TRUE,Auckland
TRUE,489956,1739089,-36.80544,174.71554,1,ab-1739089,Guest suite,2020-04-01,2,7002668,125200,Birkenhead West,TRUE,Auckland
TRUE,489956,1739089,-36.80544,174.71554,1,ab-1739089,Guest suite,2020-05-01,5,7002668,125200,Birkenhead West,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-06-01,0,7002668,125200,Birkenhead West,FALSE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-07-01,0,7002668,125200,Birkenhead West,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-08-01,0,7002668,125200,Birkenhead West,TRUE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-09-01,0,7002668,125200,Birkenhead West,FALSE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-10-01,0,7002668,125200,Birkenhead West,FALSE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-11-01,0,7002668,125200,Birkenhead West,FALSE,Auckland
FALSE,489956,1739089,-36.80544,174.71554,0,ab-1739089,Guest suite,2020-12-01,0,7002668,125200,Birkenhead West,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-01-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-02-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-03-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-04-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-05-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-06-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-07-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,1739328,-36.86386,174.58786,0,ab-1739328,House,2020-08-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-01-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-02-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-03-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-04-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-05-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-06-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-07-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-08-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-09-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-10-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,6511417,1759795,-36.86023,174.73128,0,ab-1759795,Residential home,2020-11-01,0,7004739,132100,Grey Lynn West,TRUE,Auckland
TRUE,6511417,1759795,-36.86023,174.73128,1,ab-1759795,Residential home,2020-12-01,10,7004739,132100,Grey Lynn West,TRUE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-01-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-02-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-03-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-04-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-05-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-06-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-07-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-08-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-09-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-10-01,0,7003345,144600,Oneroa West,FALSE,Auckland
FALSE,8876790,1774367,-36.78811,175.01979,0,ab-1774367,House,2020-11-01,0,7003345,144600,Oneroa West,FALSE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,2,ab-1789020,House,2020-01-01,2,7005142,134400,Kingsland,TRUE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,2,ab-1789020,House,2020-02-01,11,7005142,134400,Kingsland,TRUE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,2,ab-1789020,House,2020-03-01,14,7005142,134400,Kingsland,TRUE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,2,ab-1789020,House,2020-04-01,2,7005142,134400,Kingsland,TRUE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,1,ab-1789020,House,2020-05-01,1,7005142,134400,Kingsland,TRUE,Auckland
TRUE,9387561,1789020,-36.86519,174.75139,1,ab-1789020,House,2020-06-01,7,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-07-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-08-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-09-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-10-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-11-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,9387561,1789020,-36.86519,174.75139,0,ab-1789020,House,2020-12-01,0,7005142,134400,Kingsland,TRUE,Auckland
FALSE,5493088,1794604,-36.85975,174.74672,0,ab-1794604,House,2020-01-01,0,7005115,133500,Grey Lynn East,FALSE,Auckland
FALSE,5493088,1794604,-36.85975,174.74672,0,ab-1794604,House,2020-02-01,0,7005115,133500,Grey Lynn East,FALSE,Auckland
FALSE,5493088,1794604,-36.85975,174.74672,0,ab-1794604,House,2020-03-01,0,7005115,133500,Grey Lynn East,FALSE,Auckland
FALSE,5493088,1794604,-36.85975,174.74672,0,ab-1794604,House,2020-04-01,0,7005115,133500,Grey Lynn East,FALSE,Auckland
FALSE,5493088,1794604,-36.85975,174.74672,0,ab-1794604,House,2020-05-01,0,7005115,133500,Grey Lynn East,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-01-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-02-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-03-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-04-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-05-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-06-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-07-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,9540116,1822255,-36.75851,174.71492,0,ab-1822255,House,2020-08-01,0,7002590,119900,Unsworth Heights West,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-01-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-02-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-03-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-04-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-05-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-06-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-07-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
FALSE,5760146,1827803,-36.86302,174.73907,0,ab-1827803,Bed and breakfast,2020-08-01,0,7004925,131600,Grey Lynn North,FALSE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-01-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,1,ab-1841012,Residential home,2020-02-01,3,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-03-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-04-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-05-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-06-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-07-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-08-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-09-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-10-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-11-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
TRUE,9621177,1841012,-36.75321,174.68837,0,ab-1841012,Residential home,2020-12-01,0,7002389,118400,Schnapper Rock,TRUE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-01-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-02-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-03-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-04-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-05-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-06-01,0,7004569,129800,Westmere North,FALSE,Auckland
FALSE,4265451,1869993,-36.85427,174.71531,0,ab-1869993,Bungalow,2020-07-01,0,7004569,129800,Westmere North,FALSE,Auckland
TRUE,4265451,1869993,-36.85427,174.71531,1,ab-1869993,Bungalow,2020-09-01,1,7004569,129800,Westmere North,TRUE,Auckland
TRUE,4265451,1869993,-36.85427,174.71531,2,ab-1869993,Bungalow,2020-10-01,2,7004569,129800,Westmere North,TRUE,Auckland
TRUE,4265451,1869993,-36.85427,174.71531,3,ab-1869993,Bungalow,2020-11-01,3,7004569,129800,Westmere North,TRUE,Auckland
TRUE,4265451,1869993,-36.85427,174.71531,1,ab-1869993,Bungalow,2020-12-01,1,7004569,129800,Westmere North,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-01-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-02-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-03-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-04-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-05-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-06-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-07-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-08-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-09-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-10-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-11-01,0,7006515,145100,Glendowie South,TRUE,Auckland
FALSE,9775564,1876870,-36.86189,174.86576,0,ab-1876870,Rental unit,2020-12-01,0,7006515,145100,Glendowie South,TRUE,Auckland
TRUE,9233100,1892382,-36.78832,175.04801,1,ab-1892382,House,2020-01-01,1,7003375,148700,Ostend,FALSE,Auckland
TRUE,9233100,1892382,-36.78832,175.04801,1,ab-1892382,House,2020-02-01,3,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-03-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-04-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-05-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-06-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-07-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-08-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-09-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-10-01,0,7003375,148700,Ostend,FALSE,Auckland
FALSE,9233100,1892382,-36.78832,175.04801,0,ab-1892382,House,2020-11-01,0,7003375,148700,Ostend,FALSE,Auckland
TRUE,9897902,1907091,-36.85235,174.73776,1,ab-1907091,Residential home,2020-01-01,5,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-02-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-03-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-04-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-05-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-06-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-07-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-08-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-09-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-10-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-11-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
TRUE,9897902,1907091,-36.85235,174.73776,0,ab-1907091,Residential home,2020-12-01,0,7004910,130400,Ponsonby West,TRUE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-01-01,0,7005111,132400,Victoria Park,TRUE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-02-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-03-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-04-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-05-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-06-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-07-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-08-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-09-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-10-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-11-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,9933203,1915116,-36.84812,174.7563,0,ab-1915116,Apartment,2020-12-01,0,7005111,132400,Victoria Park,FALSE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-01-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-02-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-03-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-04-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-05-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-06-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-07-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-08-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-09-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-10-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-11-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
FALSE,10003482,1932536,-36.8747,174.65426,0,ab-1932536,Rental unit,2020-12-01,0,7004218,127700,Te Atatu South-McLeod North,TRUE,Auckland
TRUE,10086181,1950431,-36.85451,174.72678,3,ab-1950431,Residential home,2020-01-01,6,7004718,130300,Westmere South-Western Springs,TRUE,Auckland
