active,airbnb_host_id,airbnb_property_id,latitude,longitude,number_of_reservations,property_id,property_type,reporting_month,reservation_days,sa1,sa2,sa2name,scraped_during_month,state
FALSE,11086,5968,-36.84889,174.87026,0,ab-5968,House,2020-12-01,0,7006623,144000,Glendowie North,FALSE,Auckland
FALSE,26498,8709,-36.81494,175.0757,0,ab-8709,Chalet,2020-01-01,0,7003389,151700,Waiheke East,TRUE,Auckland
FALSE,221513,48652,-36.70053,174.75486,0,ab-48652,Bed and breakfast,2020-01-01,0,7002116,117200,Torbay,FALSE,Auckland
TRUE,234911,51081,-36.92029,174.65791,4,ab-51081,Residential home,2020-01-01,20,7007298,131500,Glen Eden Central,TRUE,Auckland
FALSE,240890,52131,-36.91382,174.93863,0,ab-52131,Bed and breakfast,2020-01-01,0,7009333,153800,Somerville,FALSE,Auckland
TRUE,240890,52133,-36.91515,174.93825,0,ab-52133,Rental unit,2020-01-01,0,7006956,157100,Turanga,TRUE,Auckland
FALSE,240890,52336,-36.91396,174.93722,0,ab-52336,Bed and breakfast,2020-01-01,0,7009333,153800,Somerville,FALSE,Auckland
TRUE,431511,79938,-36.80864,174.72053,0,ab-79938,Townhouse,2020-01-01,12,7002679,126500,Birkenhead North,TRUE,Auckland
FALSE,475889,86839,-36.78811,174.68541,0,ab-86839,Residential home,2020-01-01,0,7002351,121800,Beach Haven West,TRUE,Auckland
TRUE,488135,89781,-36.87272,174.7467,3,ab-89781,Apartment,2020-01-01,7,7005166,136200,Eden Park,TRUE,Auckland
TRUE,650296,132279,-36.857,174.783,4,ab-132279,Apartment,2020-01-01,27,7005687,136400,Parnell West,TRUE,Auckland
TRUE,645811,134163,-36.88713,174.69667,0,ab-134163,Residential home,2020-01-01,0,7004384,132000,Avondale North (Auckland),TRUE,Auckland
FALSE,662214,135012,-36.69684,174.73737,0,ab-135012,Residential home,2020-01-01,0,7001946,116800,Awaruku,TRUE,Auckland
FALSE,677889,138913,-36.88646,174.76315,0,ab-138913,Bed and breakfast,2020-01-01,0,7005425,139000,Mount Eden East,FALSE,Auckland
TRUE,698778,144144,-36.86411,174.59734,0,ab-144144,Cabin,2020-01-01,0,7003474,123000,Ranui North,TRUE,Auckland
TRUE,669085,147996,-36.918,174.883,10,ab-147996,Residential home,2020-01-01,12,7008813,151500,Pakuranga Heights South West,TRUE,Auckland
TRUE,741305,154119,-36.83699,174.65858,0,ab-154119,Residential home,2020-01-01,0,7004205,125300,Te Atatu Peninsula East,TRUE,Auckland
TRUE,543866,154130,-36.83303,174.65911,6,ab-154130,Bed and breakfast,2020-01-01,23,7004202,125300,Te Atatu Peninsula East,TRUE,Auckland
TRUE,817378,171321,-36.88372,174.72861,0,ab-171321,Rental unit,2020-01-01,0,7004788,134200,Mount Albert Central,TRUE,Auckland
FALSE,829448,173672,-36.92423,174.59735,0,ab-173672,House,2020-01-01,0,7003495,127600,Waiatarua,FALSE,Auckland
TRUE,265615,193513,-36.85532,174.74925,3,ab-193513,House,2020-01-01,22,7005105,131800,Freemans Bay,TRUE,Auckland
FALSE,949049,195209,-36.77543,174.66054,0,ab-195209,Residential home,2020-01-01,0,7001796,119300,Inlet Waitemata Harbour,FALSE,Auckland
TRUE,265615,200853,-36.85382,174.74729,6,ab-200853,House,2020-01-01,7,7005106,131800,Freemans Bay,TRUE,Auckland
FALSE,1029351,208944,-36.86768,174.74635,0,ab-208944,House,2020-01-01,0,7005123,133500,Grey Lynn East,FALSE,Auckland
TRUE,1119253,216802,-36.85284,174.71878,1,ab-216802,Residential home,2020-01-01,3,7004566,129800,Westmere North,TRUE,Auckland
TRUE,1119253,216846,-36.85491,174.71962,2,ab-216846,Residential home,2020-01-01,28,7004568,129800,Westmere North,TRUE,Auckland
FALSE,1125941,217885,-36.92271,174.765,0,ab-217885,Residential home,2020-01-01,0,7007775,143600,Hillsborough South (Auckland),TRUE,Auckland
FALSE,1127551,218025,-36.81334342,174.7129381,0,ab-218025,House,2020-01-01,0,7004548,126300,Chatswood,FALSE,Auckland
TRUE,1135789,219370,-36.88804106,174.7230428,0,ab-219370,House,2020-01-01,10,7004788,134200,Mount Albert Central,TRUE,Auckland
TRUE,1224205,243965,-36.802,175.038,6,ab-243965,Rental unit,2020-01-01,23,7001123,110600,Oceanic Auckland Region East,TRUE,Auckland
FALSE,1106811,251299,-36.86978,174.73524,0,ab-251299,House,2020-01-01,0,7004959,133600,Morningside (Auckland),FALSE,Auckland
FALSE,1356507,257743,-36.85956,174.72803,0,ab-257743,House,2020-01-01,0,7004737,132100,Grey Lynn West,FALSE,Auckland
TRUE,1372635,261643,-36.87183,174.80832,1,ab-261643,Residential home,2020-01-01,1,7005977,140500,Remuera North,TRUE,Auckland
TRUE,1383064,263522,-36.94814,174.9107,0,ab-263522,Residential home,2020-01-01,0,7009065,156600,Dannemora South,TRUE,Auckland
TRUE,1411893,269499,-36.85152,174.76439,0,ab-269499,Rental unit,2020-01-01,0,7005313,135100,Symonds Street North West,TRUE,Auckland
FALSE,107763,270058,-36.84755,174.73411,0,ab-270058,House,2020-01-01,0,7004901,130400,Ponsonby West,FALSE,Auckland
FALSE,1353942,280062,-36.84566,174.77332,0,ab-280062,Apartment,2020-01-01,0,7005501,133300,Quay Street-Customs Street,FALSE,Auckland
TRUE,1437174,280605,-36.84399,174.6524,0,ab-280605,Cabin,2020-01-01,0,7004077,124500,Te Atatu Peninsula Central,TRUE,Auckland
TRUE,1441763,286053,-36.85,174.74818,2,ab-286053,Rental unit,2020-01-01,18,7005090,131800,Freemans Bay,TRUE,Auckland
FALSE,1505795,290135,-36.75389,174.72212,0,ab-290135,Bed and breakfast,2020-01-01,0,7002706,120400,Unsworth Heights East,FALSE,Auckland
TRUE,1517118,293108,-36.91545,174.66364,0,ab-293108,Residential home,2020-01-01,0,7007309,132900,Fruitvale,TRUE,Auckland
FALSE,1523886,294790,-36.7333,174.753,0,ab-294790,Guesthouse,2020-01-01,0,7002982,120000,Murrays Bay East,FALSE,Auckland
TRUE,1571651,305536,-36.85226,174.74974,0,ab-305536,Residential home,2020-01-01,0,7005097,131800,Freemans Bay,TRUE,Auckland
FALSE,1628091,317108,-36.94042,174.6676,0,ab-317108,House,2020-01-01,0,7007402,136700,Titirangi South,FALSE,Auckland
FALSE,1679866,328961,-36.83561,174.58126,0,ab-328961,Bed and breakfast,2020-01-01,0,7002208,116400,Taupaki,FALSE,Auckland
TRUE,1710535,336063,-36.91117,174.70909,0,ab-336063,Residential home,2020-01-01,0,7004543,138300,New Windsor South,TRUE,Auckland
FALSE,1736567,342226,-36.91199,174.75499,0,ab-342226,Residential home,2020-01-01,0,7007707,142000,Hillsborough North (Auckland),TRUE,Auckland
FALSE,1783377,352087,-36.88317,174.81643,0,ab-352087,Bed and breakfast,2020-01-01,0,7006097,143100,Remuera Abbotts Park,FALSE,Auckland
FALSE,1860150,368495,-36.97826,174.60987,0,ab-368495,House,2020-01-01,0,7007116,130000,Oratia,FALSE,Auckland
FALSE,1918568,382835,-36.86274,174.78862,0,ab-382835,Guest suite,2020-01-01,0,7005820,140000,Remuera Waitaramoa,TRUE,Auckland
TRUE,1945231,388785,-36.86442,174.70461,0,ab-388785,Bed and breakfast,2020-01-01,0,7004442,129200,Point Chevalier West,TRUE,Auckland
FALSE,1945712,388885,-36.74395202,174.7487775,0,ab-388885,House,2020-01-01,0,7003013,120800,Mairangi Bay South,FALSE,Auckland
TRUE,1949706,389697,-36.91358,174.71069,0,ab-389697,Residential home,2020-01-01,0,7007520,138600,Blockhouse Bay North East,TRUE,Auckland
TRUE,2013246,403684,-36.85125,174.78483,8,ab-403684,Rental unit,2020-01-01,24,7005656,137400,Parnell East,TRUE,Auckland
FALSE,2043944,410588,-37.00314,174.97037,0,ab-410588,Residential home,2020-01-01,0,7007038,157100,Turanga,TRUE,Auckland
TRUE,2057041,413505,-36.81681,175.06172,4,ab-413505,Guest suite,2020-01-01,8,7003383,151700,Waiheke East,TRUE,Auckland
TRUE,2058660,413787,-36.81337,174.70707,2,ab-413787,Residential home,2020-01-01,5,7002560,125200,Birkenhead West,TRUE,Auckland
TRUE,2053864,415763,-36.85532,174.75896,9,ab-415763,Townhouse,2020-01-01,24,7005308,134100,Queen Street South West,TRUE,Auckland
TRUE,2121527,426597,-36.9734,174.91777,0,ab-426597,Rental unit,2020-01-01,0,7009240,158100,Ormiston South,TRUE,Auckland
FALSE,2027069,428230,-36.88584,174.73887,0,ab-428230,Residential home,2020-01-01,0,7005015,138200,Sandringham East,TRUE,Auckland
FALSE,2129133,428268,-36.80171,174.76739,0,ab-428268,House,2020-01-01,0,7002128,119300,Inlet Waitemata Harbour,TRUE,Auckland
FALSE,2130091,428483,-36.90475,174.71672,0,ab-428483,Residential home,2020-01-01,0,7004665,136600,New Windsor North,FALSE,Auckland
TRUE,2214993,445979,-36.8629,174.58791,6,ab-445979,Apartment,2020-01-01,19,7003450,122000,Swanson,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-01-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-02-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-03-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-04-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-05-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-06-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-07-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-08-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-09-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-10-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-11-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2226269,452113,-36.86144,174.64509,0,ab-452113,Residential home,2020-12-01,0,7004102,127000,Te Atatu South-Central,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-01-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
TRUE,2296527,462082,-36.85079,174.74771,1,ab-462082,Rental unit,2020-02-01,3,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-03-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-04-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-05-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-06-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-07-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-08-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-09-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-10-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-11-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2296527,462082,-36.85079,174.74771,0,ab-462082,Rental unit,2020-12-01,0,7005092,131800,Freemans Bay,TRUE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-01-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-02-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-03-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-04-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-05-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-06-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-07-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-08-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-09-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-10-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
FALSE,2344566,474200,-36.8633,174.76162,0,ab-474200,Apartment,2020-11-01,0,7005361,136000,Eden Terrace,FALSE,Auckland
TRUE,2357932,475569,-36.924,175.063,4,ab-475569,Guesthouse,2020-01-01,9,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,4,ab-475569,Guesthouse,2020-02-01,4,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,4,ab-475569,Guesthouse,2020-03-01,4,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,0,ab-475569,Guesthouse,2020-04-01,0,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,4,ab-475569,Guesthouse,2020-05-01,4,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,6,ab-475569,Guesthouse,2020-06-01,6,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,4,ab-475569,Guesthouse,2020-07-01,4,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,6,ab-475569,Guesthouse,2020-08-01,6,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,17,ab-475569,Guesthouse,2020-09-01,18,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,8,ab-475569,Guesthouse,2020-10-01,8,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,6,ab-475569,Guesthouse,2020-11-01,6,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
TRUE,2357932,475569,-36.924,175.063,5,ab-475569,Guesthouse,2020-12-01,5,7007086,162700,Kawakawa Bay-Orere,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-01-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-02-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-03-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-04-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-05-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-06-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-07-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-08-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-09-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-10-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-11-01,0,7004372,131100,Waterview,TRUE,Auckland
FALSE,2417367,496368,-36.8756,174.69656,0,ab-496368,House,2020-12-01,0,7004372,131100,Waterview,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-01-01,0,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-02-01,3,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-03-01,11,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-04-01,0,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
FALSE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-05-01,0,7001862,119300,Inlet Waitemata Harbour,FALSE,Auckland
FALSE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-06-01,0,7001862,119300,Inlet Waitemata Harbour,FALSE,Auckland
FALSE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-07-01,0,7001862,119300,Inlet Waitemata Harbour,FALSE,Auckland
FALSE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-08-01,0,7001862,119300,Inlet Waitemata Harbour,FALSE,Auckland
FALSE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-09-01,0,7001862,119300,Inlet Waitemata Harbour,FALSE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-10-01,0,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-11-01,0,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
TRUE,2608550,532127,-36.79864,174.68457,0,ab-532127,Villa,2020-12-01,0,7001862,119300,Inlet Waitemata Harbour,TRUE,Auckland
FALSE,1973060,546444,-36.73932,174.68548,0,ab-546444,House,2020-01-01,0,7002377,117400,Albany West,FALSE,Auckland
FALSE,1973060,546444,-36.73932,174.68548,0,ab-546444,House,2020-02-01,0,7002377,117400,Albany West,FALSE,Auckland
FALSE,1973060,546444,-36.73932,174.68548,0,ab-546444,House,2020-03-01,0,7002377,117400,Albany West,FALSE,Auckland
FALSE,1973060,546444,-36.73932,174.68548,0,ab-546444,House,2020-04-01,0,7002377,117400,Albany West,FALSE,Auckland
FALSE,1973060,546444,-36.73932,174.68548,0,ab-546444,House,2020-05-01,0,7002377,117400,Albany West,FALSE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,1,ab-578758,Apartment,2020-01-01,1,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,2,ab-578758,Apartment,2020-02-01,13,7003450,122000,Swanson,TRUE,Auckland
FALSE,2214993,578758,-36.86354,174.58828,0,ab-578758,Apartment,2020-03-01,0,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,1,ab-578758,Apartment,2020-04-01,1,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,5,ab-578758,Apartment,2020-05-01,18,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,6,ab-578758,Apartment,2020-06-01,26,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,6,ab-578758,Apartment,2020-07-01,14,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,4,ab-578758,Apartment,2020-08-01,13,7003450,122000,Swanson,TRUE,Auckland
TRUE,2214993,578758,-36.86354,174.58828,0,ab-578758,Apartment,2020-09-01,0,7003450,122000,Swanson,TRUE,Auckland
FALSE,2214993,578758,-36.86354,174.58828,0,ab-578758,Apartment,2020-10-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,578758,-36.86354,174.58828,0,ab-578758,Apartment,2020-11-01,0,7003450,122000,Swanson,FALSE,Auckland
FALSE,2214993,578758,-36.86354,174.58828,0,ab-578758,Apartment,2020-12-01,0,7003450,122000,Swanson,FALSE,Auckland
TRUE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-01-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-02-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-03-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-04-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-05-01,0,7005093,131800,Freemans Bay,FALSE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-06-01,0,7005093,131800,Freemans Bay,FALSE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-07-01,0,7005093,131800,Freemans Bay,FALSE,Auckland
TRUE,1571651,585268,-36.85109,174.7502,2,ab-585268,House,2020-08-01,2,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-09-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-10-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-11-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1571651,585268,-36.85109,174.7502,0,ab-585268,House,2020-12-01,0,7005093,131800,Freemans Bay,TRUE,Auckland
FALSE,1783377,585322,-36.88202337,174.8173775,0,ab-585322,Bed and breakfast,2020-01-01,0,7006094,143100,Remuera Abbotts Park,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-01-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-02-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-03-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-04-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-05-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-06-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-07-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-08-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
FALSE,3035924,611973,-36.84026,174.74084,0,ab-611973,Apartment,2020-09-01,0,7004857,130200,Saint Marys Bay,FALSE,Auckland
TRUE,971319,620074,-36.8553,174.73384,2,ab-620074,House,2020-01-01,11,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,5,ab-620074,House,2020-02-01,21,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,3,ab-620074,House,2020-03-01,17,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,1,ab-620074,House,2020-04-01,4,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,1,ab-620074,House,2020-05-01,5,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,0,ab-620074,House,2020-06-01,0,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,7,ab-620074,House,2020-07-01,12,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,10,ab-620074,House,2020-08-01,13,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,5,ab-620074,House,2020-09-01,11,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,1,ab-620074,House,2020-10-01,1,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,0,ab-620074,House,2020-11-01,0,7004911,131600,Grey Lynn North,TRUE,Auckland
TRUE,971319,620074,-36.8553,174.73384,0,ab-620074,House,2020-12-01,0,7004911,131600,Grey Lynn North,TRUE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-01-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-02-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-03-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-04-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-05-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-06-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-07-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,221513,628042,-36.70045,174.75333,0,ab-628042,Bed and breakfast,2020-08-01,0,7002116,117200,Torbay,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-01-01,0,7007823,144100,Onehunga West,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-02-01,0,7007823,144100,Onehunga West,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-03-01,0,7007823,144100,Onehunga West,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-04-01,0,7007823,144100,Onehunga West,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-05-01,0,7007823,144100,Onehunga West,FALSE,Auckland
FALSE,3182018,637783,-36.92,174.768,0,ab-637783,Residential home,2020-06-01,0,7007823,144100,Onehunga West,FALSE,Auckland
